@relation NewRelation
@attribute Field_000 numeric
@attribute Field_001 numeric
@attribute Field_002 numeric
@attribute Field_003 numeric
@attribute Field_004 numeric
@attribute Field_005 numeric
@attribute Field_006 numeric
@attribute Field_007 numeric
@attribute Field_008 numeric
@attribute Field_009 numeric
@attribute Field_010 numeric
@attribute Field_011 numeric
@attribute Field_012 numeric
@attribute Field_013 numeric
@attribute Field_014 numeric
@attribute Field_015 numeric
@attribute Field_016 numeric
@attribute Field_017 numeric
@attribute Field_018 numeric
@attribute Field_019 numeric
@attribute Field_020 numeric
@attribute Field_021 numeric
@attribute Field_022 numeric
@attribute Field_023 numeric
@attribute Field_024 numeric
@attribute Field_025 numeric
@attribute Field_026 numeric
@attribute Field_027 numeric
@attribute Field_028 numeric
@attribute Field_029 numeric
@attribute Field_030 numeric
@attribute Field_031 numeric
@attribute Field_032 numeric
@attribute Field_033 numeric
@attribute Field_034 numeric
@attribute Field_035 numeric
@attribute Field_036 numeric
@attribute Field_037 numeric
@attribute Field_038 numeric
@attribute Field_039 numeric
@attribute Field_040 numeric
@attribute Field_041 numeric
@attribute Field_042 numeric
@attribute Field_043 numeric
@attribute Field_044 numeric
@attribute Field_045 numeric
@attribute Field_046 numeric
@attribute Field_047 numeric
@attribute Field_048 numeric
@attribute Field_049 numeric
@attribute Field_050 numeric
@attribute Field_051 numeric
@attribute Field_052 numeric
@attribute Field_053 numeric
@attribute Field_054 numeric
@attribute Field_055 numeric
@attribute Field_056 numeric
@attribute Field_057 numeric
@attribute Field_058 numeric
@attribute Field_059 numeric
@attribute Field_060 numeric
@attribute Field_061 numeric
@attribute Field_062 numeric
@attribute Field_063 numeric
@attribute Field_064 numeric
@attribute Field_065 numeric
@attribute Field_066 numeric
@attribute Field_067 numeric
@attribute Field_068 numeric
@attribute Field_069 numeric
@attribute Field_070 numeric
@attribute Field_071 numeric
@attribute Field_072 numeric
@attribute Field_073 numeric
@attribute Field_074 numeric
@attribute Field_075 numeric
@attribute Field_076 numeric
@attribute Field_077 numeric
@attribute Field_078 numeric
@attribute Field_079 numeric
@attribute Field_080 numeric
@attribute Field_081 numeric
@attribute Field_082 numeric
@attribute Field_083 numeric
@attribute Field_084 numeric
@attribute Field_085 numeric
@attribute Field_086 numeric
@attribute Field_087 numeric
@attribute Field_088 numeric
@attribute Field_089 numeric
@attribute Field_090 numeric
@attribute Field_091 numeric
@attribute Field_092 numeric
@attribute Field_093 numeric
@attribute Field_094 numeric
@attribute Field_095 numeric
@attribute Field_096 numeric
@attribute Field_097 numeric
@attribute Field_098 numeric
@attribute Field_099 numeric
@attribute Field_100 numeric
@attribute Field_101 numeric
@attribute Field_102 numeric
@attribute Field_103 numeric
@attribute Field_104 numeric
@attribute Field_105 numeric
@attribute Field_106 numeric
@attribute Field_107 numeric
@attribute Field_108 numeric
@attribute Field_109 numeric
@attribute Field_110 numeric
@attribute Field_111 numeric
@attribute Field_112 numeric
@attribute Field_113 numeric
@attribute Field_114 numeric
@attribute Field_115 numeric
@attribute Field_116 numeric
@attribute Field_117 numeric
@attribute Field_118 numeric
@attribute Field_119 numeric
@attribute Field_120 numeric
@attribute Field_121 numeric
@attribute Field_122 numeric
@attribute Field_123 numeric
@attribute Field_124 numeric
@attribute Field_125 numeric
@attribute Field_126 numeric
@attribute Field_127 numeric
@attribute Field_128 numeric
@attribute Field_129 numeric
@attribute Field_130 numeric
@attribute Field_131 numeric
@attribute Field_132 numeric
@attribute Field_133 numeric
@attribute Field_134 numeric
@attribute Field_135 numeric
@attribute Field_136 numeric
@attribute Field_137 numeric
@attribute Field_138 numeric
@attribute Field_139 numeric
@attribute Field_140 numeric
@attribute Field_141 numeric
@attribute Field_142 numeric
@attribute Field_143 numeric
@attribute Field_144 numeric
@attribute Field_145 numeric
@attribute Field_146 numeric
@attribute Field_147 numeric
@attribute Field_148 numeric
@attribute Field_149 numeric
@attribute Field_150 numeric
@attribute Field_151 numeric
@attribute Field_152 numeric
@attribute Field_153 numeric
@attribute Field_154 numeric
@attribute Field_155 numeric
@attribute Field_156 numeric
@attribute Field_157 numeric
@attribute Field_158 numeric
@attribute Field_159 numeric
@attribute Field_160 numeric
@attribute Field_161 numeric
@attribute Field_162 numeric
@attribute Field_163 numeric
@attribute Field_164 numeric
@attribute Field_165 numeric
@attribute Field_166 numeric
@attribute Field_167 numeric
@attribute Field_168 numeric
@attribute Field_169 numeric
@attribute Field_170 numeric
@attribute Field_171 numeric
@attribute Field_172 numeric
@attribute Field_173 numeric
@attribute Field_174 numeric
@attribute Field_175 numeric
@attribute Field_176 numeric
@attribute Field_177 numeric
@attribute Field_178 numeric
@attribute Field_179 numeric
@attribute Field_180 numeric
@attribute Field_181 numeric
@attribute Field_182 numeric
@attribute Field_183 numeric
@attribute Field_184 numeric
@attribute Field_185 numeric
@attribute Field_186 numeric
@attribute Field_187 numeric
@attribute Field_188 numeric
@attribute Field_189 numeric
@attribute Field_190 numeric
@attribute Field_191 numeric
@attribute Field_192 numeric
@attribute Field_193 numeric
@attribute Field_194 numeric
@attribute Field_195 numeric
@attribute Field_196 numeric
@attribute Field_197 numeric
@attribute Field_198 numeric
@attribute Field_199 numeric
@attribute Field_200 numeric
@attribute Field_201 numeric
@attribute Field_202 numeric
@attribute Field_203 numeric
@attribute Field_204 numeric
@attribute Field_205 numeric
@attribute Field_206 numeric
@attribute Field_207 numeric
@attribute Field_208 numeric
@attribute Field_209 numeric
@attribute Field_210 numeric
@attribute Field_211 numeric
@attribute Field_212 numeric
@attribute Field_213 numeric
@attribute Field_214 numeric
@attribute Field_215 numeric
@attribute Field_216 numeric
@attribute Field_217 numeric
@attribute Field_218 numeric
@attribute Field_219 numeric
@attribute Field_220 numeric
@attribute Field_221 numeric
@attribute Field_222 numeric
@attribute Field_223 numeric
@attribute Field_224 numeric
@attribute Field_225 numeric
@attribute Field_226 numeric
@attribute Field_227 numeric
@attribute Field_228 numeric
@attribute Field_229 numeric
@attribute Field_230 numeric
@attribute Field_231 numeric
@attribute Field_232 numeric
@attribute Field_233 numeric
@attribute Field_234 numeric
@attribute Field_235 numeric
@attribute Field_236 numeric
@attribute Field_237 numeric
@attribute Field_238 numeric
@attribute Field_239 numeric
@attribute Field_240 numeric
@attribute Field_241 numeric
@attribute Field_242 numeric
@attribute Field_243 numeric
@attribute Field_244 numeric
@attribute Field_245 numeric
@attribute Field_246 numeric
@attribute Field_247 numeric
@attribute Field_248 numeric
@attribute Field_249 numeric
@attribute Field_250 numeric
@attribute Field_251 numeric
@attribute Field_252 numeric
@attribute Field_253 numeric
@attribute Field_254 numeric
@attribute Field_255 numeric
@attribute Field_256 numeric
@attribute Field_257 numeric
@attribute Field_258 numeric
@attribute Field_259 numeric
@attribute Field_260 numeric
@attribute Field_261 numeric
@attribute Field_262 numeric
@attribute Field_263 numeric
@attribute Field_264 numeric
@attribute Field_265 numeric
@attribute Field_266 numeric
@attribute Field_267 numeric
@attribute Field_268 numeric
@attribute Field_269 numeric
@attribute Field_270 numeric
@attribute Field_271 numeric
@attribute Field_272 numeric
@attribute Field_273 numeric
@attribute Field_274 numeric
@attribute Field_275 numeric
@attribute Field_276 numeric
@attribute Field_277 numeric
@attribute Field_278 numeric
@attribute Field_279 numeric
@attribute Field_280 numeric
@attribute Field_281 numeric
@attribute Field_282 numeric
@attribute Field_283 numeric
@attribute Field_284 numeric
@attribute Field_285 numeric
@attribute Field_286 numeric
@attribute Field_287 numeric
@attribute Field_288 numeric
@attribute Field_289 numeric
@attribute Field_290 numeric
@attribute Field_291 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
135,149,693,626,596,633,7,7,3,5,3,5,198,416,716,581,627,942,2,22,34,12,5,15,212,442,739,646,998,703,29,28,24,14,17,14,300,534,783,711,801,876,31,32,34,9,15,7,271,545,773,767,907,732,32,32,24,10,14,8,189,419,582,803,1042,700,29,26,11,14,17,12,185,425,809,566,714,1012,8,30,34,9,17,10,247,295,756,491,730,866,5,30,27,16,10,12,352,358,873,551,716,944,17,7,28,9,9,13,338,330,655,863,973,721,27,24,20,6,10,12,249,283,505,738,895,711,24,29,6,12,12,18,211,185,740,647,686,713,16,8,9,13,4,13,231,187,726,639,736,667,14,6,9,10,5,12,231,349,686,625,754,960,13,23,21,8,17,7,225,347,651,710,978,738,18,25,16,11,18,10,363,293,763,979,1191,603,24,7,8,5,12,11,375,315,976,688,588,1166,13,8,26,9,12,5,284,410,620,483,593,638,15,36,14,16,15,13,0.0315063,0.19568918,0.05037062,0.33504784,0.60743888,0.0185459,0.35557696,0.05275478,0.33323841,0.05446406,0.03583786,0.33958931,0.02182228,0.37707141,0.22234199,0.0413016,0.05606792,0.07085019,0.22296224,0.042594,0.02471345,0.20099152,0.0518856,0.10989702,0.15093647,0.04366384,0.02760486,0.06797825,0.18751636,0.02645071,0.02314788,0.134363,0.05895292,0.04922222,0.11745448,0.02719031,0.01319213,0.0628285,0.13638425,0.01039863,0.01899065,0.10896699,0.03818043,0.0147495,0.03730349,0.09816226,0.0463797,0.09809078,0.02112725,0.07444713,0.02286396,0.04451744,0.03617511,0.10242577,0.0361106,0.14117476,0.01486833,0.10077246,0.03988859,0.01010022,0.02789176,0.1318243,0.02078921,0.17390763,0.01314322,0.16991823,0.02407283,0.03934906,0.02400239,0.17987122,0.02572261,0.31357169,0.00789501,0.43275658,0.00790854,0.43010445,0
76,92,612,650,622,642,3,6,0,1,3,1,267,409,667,627,641,995,2,21,31,12,3,15,335,483,706,630,992,720,33,29,21,12,15,12,365,541,710,717,831,913,27,29,31,11,17,9,330,564,692,769,913,743,34,31,21,12,16,8,332,460,531,787,1030,717,33,27,8,14,15,10,332,464,764,552,708,1065,8,29,31,11,15,12,344,354,703,465,706,909,5,31,24,16,8,10,383,351,828,583,750,989,21,8,23,11,11,7,385,363,580,865,975,736,25,23,17,4,12,10,336,362,458,722,891,732,24,30,3,6,10,16,268,178,665,683,672,750,12,9,12,7,2,11,284,178,665,671,724,688,10,9,12,10,3,12,324,452,653,617,750,985,13,22,16,12,15,7,324,452,596,674,958,761,16,26,13,5,16,12,428,414,694,951,1181,604,24,8,11,3,14,11,418,388,933,706,616,1207,9,7,23,13,14,3,229,415,567,531,631,657,13,35,11,12,17,9,0.05998737,0.18284028,0.07194474,0.23229978,0.54088228,0.03647348,0.43040773,0.12131108,0.3528352,0.13308798,0.01263959,0.21632621,0.08669889,0.34898988,0.15491515,0.00974835,0.15971195,0.04932528,0.0649132,0.12707405,0.00517189,0.08483049,0.03480474,0.17589519,0.06412889,0.00695648,0.12643627,0.03228729,0.03449563,0.11746544,0.01208984,0.02147662,0.03512029,0.13063822,0.01829817,0.01259255,0.1223884,0.01786556,0.01356115,0.10484822,0.01502844,0.00317318,0.01325472,0.09763638,0.02237432,0.00856257,0.05233546,0.09510386,0.03161421,0.11147572,0.02698809,0.01406366,0.02275007,0.0275104,0.05592925,0.11392117,0.02375324,0.12880457,0.03919068,0.01676465,0.03257464,0.07976054,0.03827575,0.16672532,0.02984597,0.16245105,0.05342303,0.0475108,0.03330842,0.20911773,0.078153,0.35137214,0.04569986,0.44888233,0.09589836,0.3529797,0
145,121,583,661,655,741,2,5,9,3,1,4,304,472,642,596,696,1002,7,24,26,14,3,10,352,462,665,629,1093,801,38,26,32,12,13,13,320,538,699,754,888,926,26,30,42,9,15,8,263,579,675,798,1004,828,39,30,32,10,14,3,311,485,522,812,1135,812,38,24,19,12,13,11,311,471,755,585,775,1058,13,32,38,11,13,11,353,341,680,468,791,936,10,32,37,18,6,9,418,388,815,590,787,1028,20,9,38,11,9,10,410,346,533,832,1058,811,30,26,12,6,10,11,343,393,415,739,978,791,29,31,16,10,8,15,217,221,618,676,749,773,11,10,17,11,2,12,297,203,632,678,817,769,9,8,17,12,1,7,343,441,632,656,819,1030,18,25,31,10,13,2,343,445,587,661,1043,840,21,23,26,9,14,9,357,371,663,936,1270,711,29,7,16,3,12,10,413,357,902,731,647,1208,4,10,34,11,12,4,344,452,526,514,666,664,18,36,8,14,15,10,0.04390058,0.15019587,0.11284983,0.3881707,0.49140389,0.03714406,0.38652797,0.03546322,0.41224408,0.18652886,0.03276881,0.12080155,0.01419329,0.2524219,0.12463542,0.08623852,0.18002892,0.06986684,0.100624,0.1375358,0.07473948,0.03526484,0.06615305,0.1237676,0.03934571,0.10165485,0.10851194,0.07903916,0.07271025,0.07654765,0.09023073,0.03273344,0.07316504,0.06084008,0.04880769,0.08273134,0.04237882,0.05780587,0.06690372,0.04390675,0.08769611,0.06376465,0.02858229,0.03040257,0.07500129,0.0627695,0.08612732,0.06899636,0.10330866,0.06797035,0.07636048,0.05414401,0.10841337,0.03040733,0.08712429,0.08840969,0.10006772,0.1107078,0.10522299,0.06603581,0.10465202,0.04330123,0.09113857,0.13734682,0.06832255,0.18705885,0.07472203,0.09264943,0.07560927,0.12943896,0.06215544,0.24439373,0.019552,0.40315134,0.07415113,0.38128321,0
111,93,592,706,614,645,2,6,7,1,2,1,220,396,689,637,649,1000,3,23,24,12,6,15,320,462,700,660,988,725,34,27,16,12,12,12,356,510,710,771,801,910,26,31,28,9,12,9,305,549,690,813,903,744,35,31,16,10,13,8,295,425,557,827,1034,730,34,25,3,14,12,10,299,439,798,596,722,1070,9,31,24,9,12,14,303,337,727,509,730,920,6,31,21,16,5,10,332,312,852,645,732,1000,20,8,22,9,12,7,404,338,540,875,985,729,26,25,12,4,11,10,315,343,462,762,899,749,25,30,4,8,7,16,287,185,625,727,682,761,11,9,11,9,1,11,257,143,641,733,740,707,9,7,13,10,4,12,303,413,681,661,766,996,14,24,15,10,12,7,323,411,614,696,982,772,17,24,10,7,13,12,433,377,670,975,1199,597,25,6,18,1,13,11,375,361,949,768,608,1216,8,9,18,11,13,3,238,404,527,561,589,642,14,37,10,14,14,9,0.01571548,0.14493251,0.01754393,0.30430771,0.5205302,0.04565944,0.41744234,0.05527353,0.39965246,0.14541699,0.03481579,0.1881998,0.06700832,0.37310953,0.12550784,0.03113876,0.17219797,0.00519764,0.02999629,0.126045,0.04073709,0.06014489,0.03780149,0.1993356,0.02737885,0.031752,0.12215274,0.03288443,0.03198899,0.09785709,0.03684005,0.01168778,0.03321973,0.12384591,0.02338891,0.04676205,0.08629288,0.02236391,0.04746798,0.06592091,0.02275037,0.03730471,0.05384658,0.07843578,0.05636907,0.04984652,0.01122688,0.0744225,0.02860236,0.08237113,0.06252824,0.06695946,0.03825019,0.03055584,0.03154209,0.0944536,0.05049203,0.12388798,0.05514936,0.04101848,0.02478241,0.03996603,0.03791851,0.1764938,0.04816346,0.18387802,0.02640682,0.05177994,0.01307348,0.14598696,0.05101484,0.33047269,0.06058007,0.42823368,0.02583587,0.4144852,0
108,164,593,669,624,673,1,9,2,4,3,3,247,431,660,616,661,1012,6,22,29,11,5,17,305,523,681,683,1016,751,37,28,21,15,17,12,273,591,717,746,803,904,25,32,33,10,15,9,236,600,687,804,907,772,38,34,21,11,14,10,242,466,540,838,1062,758,37,28,8,15,17,10,252,484,771,597,740,1078,12,30,29,8,17,14,296,318,698,518,758,940,9,32,26,15,10,12,361,349,825,602,742,1018,19,9,27,8,9,9,335,413,543,874,1009,747,29,24,15,5,8,10,282,346,433,775,927,781,28,31,5,11,12,16,246,234,628,688,710,781,10,8,14,12,4,11,252,206,644,690,768,737,8,6,14,9,5,14,298,408,652,656,786,1028,17,23,20,9,17,9,288,412,605,731,1010,804,20,25,15,10,18,10,350,360,679,1006,1227,625,28,7,13,4,10,9,364,282,920,729,620,1240,5,8,23,10,10,3,263,425,530,520,595,628,17,36,9,17,15,11,0.0526077,0.16409182,0.05152557,0.30899875,0.53932729,0.04299194,0.42108135,0.03278481,0.41302191,0.12315355,0.02989193,0.18513117,0.06643602,0.36284122,0.14182358,0.07205946,0.15721414,0.05016311,0.02257129,0.10586151,0.02184828,0.05901986,0.06807353,0.18518945,0.04585941,0.07649071,0.11404745,0.04896217,0.00260557,0.08018516,0.0378913,0.01559439,0.0803984,0.10791531,0.00620318,0.07138585,0.06603852,0.05160402,0.02029751,0.05020014,0.05493747,0.02210065,0.07250311,0.05376328,0.0662566,0.00890354,0.06053566,0.0400465,0.04540211,0.06925242,0.09023772,0.00993224,0.07988628,0.02434747,0.062114,0.09909362,0.0332522,0.11160834,0.09219914,0.01921633,0.08169369,0.06949082,0.06283194,0.18434671,0.03306405,0.16295507,0.08937636,0.02629802,0.08468017,0.1814327,0.06248089,0.32529388,0.02209377,0.4124645,0.05776378,0.39411308,0
88,112,641,636,598,634,3,6,1,3,3,4,221,399,722,597,635,999,2,21,30,8,5,18,315,503,721,662,1004,714,33,29,20,14,17,11,377,547,751,711,795,909,27,31,32,13,15,10,320,564,731,773,905,735,34,31,20,14,14,11,306,456,584,815,1048,715,33,27,7,16,17,11,304,484,821,570,714,1069,8,29,30,11,17,15,302,336,758,503,734,911,5,31,25,12,10,13,389,343,871,563,716,993,21,8,26,11,9,6,377,373,597,861,979,722,25,23,16,2,10,11,302,322,495,750,901,736,24,30,4,8,12,15,266,204,682,655,690,750,12,7,13,9,4,10,264,182,692,651,744,692,10,7,13,10,5,15,302,406,704,625,760,987,13,22,19,12,17,10,302,406,643,718,984,763,16,26,14,7,18,13,410,392,721,991,1199,586,24,8,12,3,12,12,430,354,982,690,590,1207,9,7,22,13,12,4,227,367,576,487,593,643,13,35,10,14,15,12,0.0236555,0.17757205,0.0678935,0.28565534,0.59144,0.01078271,0.42309293,0.05475429,0.36142803,0.07978569,0.04404466,0.26781537,0.03944101,0.38614873,0.21906923,0.01163849,0.12986697,0.07687765,0.12015836,0.06350226,0.04985404,0.17815308,0.00430426,0.17951659,0.14911499,0.01548805,0.0754693,0.06252246,0.13291992,0.04101302,0.06616587,0.13706817,0.02070008,0.10936111,0.11328628,0.01098941,0.04565648,0.08791387,0.14951193,0.01866519,0.07770195,0.12240729,0.00686096,0.03924157,0.00918378,0.07984429,0.05024853,0.06937066,0.06364136,0.04547688,0.0193347,0.07412905,0.01813157,0.11026739,0.04168276,0.1202223,0.03913401,0.08111901,0.02354129,0.07783928,0.00799441,0.1468526,0.01829092,0.17666167,0.02523253,0.13242948,0.01464093,0.0712885,0.00727347,0.24034161,0.01359293,0.37007797,0.0177467,0.41465258,0.03777355,0.40027945,0
133,133,600,595,596,669,4,9,2,1,3,3,252,342,605,548,639,998,1,18,29,10,3,11,316,442,648,569,1030,743,32,32,19,16,13,12,356,488,696,670,825,918,28,32,31,11,11,9,303,461,674,728,941,766,33,30,19,12,10,4,259,365,491,746,1072,740,32,30,6,16,13,10,267,383,716,519,718,1056,7,26,29,11,13,12,281,315,653,406,736,918,4,22,24,14,6,6,332,276,772,532,724,1004,20,7,25,11,7,7,354,330,568,782,995,763,24,20,15,2,10,10,263,323,414,673,915,737,23,21,3,8,8,16,297,191,653,624,694,749,13,16,14,9,4,11,325,153,651,620,754,703,11,12,14,10,3,8,305,411,573,584,762,986,12,19,18,12,13,5,307,407,558,623,986,780,15,29,13,7,14,12,393,377,684,892,1207,627,23,11,13,3,10,11,363,333,857,655,588,1208,10,6,21,13,10,3,194,442,543,466,603,660,12,32,9,14,15,7,0.02066816,0.11958193,0.01398058,0.36298556,0.55044342,0.0191279,0.39963306,0.03296296,0.38181806,0.13993244,0.02058519,0.24016123,0.01715389,0.32893418,0.19278476,0.01732767,0.15472186,0.03692687,0.06562111,0.13694896,0.0276655,0.13549654,0.01903713,0.17350556,0.12633461,0.01849599,0.13728222,0.03694612,0.05347139,0.13210164,0.03199656,0.11589048,0.02301235,0.1433979,0.10079825,0.02483648,0.11280685,0.05170306,0.06718629,0.125573,0.04573238,0.09117244,0.02604264,0.11188315,0.02599213,0.05436247,0.00319747,0.14081074,0.01412205,0.14081092,0.02746798,0.01278625,0.02194732,0.07465152,0.02453746,0.14711433,0.00332059,0.16221962,0.01048309,0.01186235,0.01264739,0.0871319,0.02591758,0.19059843,0.01304299,0.17114827,0.03103253,0.05078471,0.01140847,0.18968353,0.02030087,0.30055587,0.01508483,0.41551852,0.04443068,0.413029,0
134,300,583,601,578,657,2,7,3,11,10,9,261,481,674,596,619,1018,3,22,34,12,12,19,315,469,703,623,1016,737,34,28,24,14,20,10,205,587,703,678,811,936,26,30,34,9,18,11,224,602,677,740,927,760,35,32,24,10,17,16,244,454,540,780,1058,732,34,26,11,14,16,8,240,464,781,539,698,1088,9,30,34,9,14,16,294,306,708,462,714,930,6,32,27,16,13,18,333,451,851,532,710,1012,20,9,26,11,8,11,331,401,533,858,981,761,26,24,20,12,9,8,292,288,457,711,901,747,25,31,6,18,15,14,282,318,618,640,672,769,11,8,9,19,11,9,238,328,638,620,740,703,9,8,9,10,12,20,302,322,678,594,742,1000,14,23,19,8,20,15,304,326,599,677,966,776,17,25,16,15,21,8,332,310,667,950,1193,621,25,7,8,11,7,7,310,352,946,661,570,1224,8,8,26,7,7,9,301,347,516,486,591,682,14,36,14,14,10,17,0.08042104,0.07512856,0.06650446,0.32223579,0.66258574,0.05140004,0.37531475,0.07483827,0.35096432,0.04645106,0.06412194,0.35609422,0.05373095,0.42889673,0.22325638,0.06756645,0.0140706,0.05230742,0.26974104,0.07491381,0.04967038,0.19432803,0.07125955,0.07293213,0.11162353,0.07577747,0.08855873,0.0495969,0.21128296,0.09096713,0.04236507,0.07973034,0.08374162,0.10358056,0.05594924,0.10122049,0.08574233,0.02480205,0.05496311,0.07662745,0.01386004,0.04423032,0.10605563,0.06881106,0.09450149,0.0606941,0.05545716,0.13934571,0.04581784,0.10730697,0.09256488,0.09209703,0.09189328,0.09432808,0.09565067,0.06927487,0.08198224,0.07365923,0.06131977,0.16216412,0.07249153,0.19060665,0.07021695,0.1066759,0.08719705,0.05934005,0.08755465,0.20449387,0.07069508,0.2926981,0.06313238,0.45796491,0.04734454,0.40316424,0.07951698,0.44816023,0
174,192,602,701,586,653,2,8,4,5,4,4,173,411,645,664,605,996,3,23,27,12,6,16,201,467,698,651,988,729,34,27,17,12,18,11,285,531,702,754,799,914,26,33,27,9,16,10,232,552,682,796,907,752,35,33,17,8,15,9,154,410,511,792,1030,728,34,25,4,14,16,9,154,408,746,563,676,1064,9,31,27,9,16,13,220,262,683,514,686,916,6,31,20,16,11,11,315,331,820,654,728,996,20,8,21,9,8,12,325,361,564,856,955,751,26,25,13,8,9,9,220,298,430,737,873,743,25,30,1,12,13,15,250,200,649,734,644,757,11,9,14,11,5,10,242,188,663,742,712,701,9,7,16,10,6,13,226,340,631,632,720,992,14,24,14,8,18,8,232,336,578,673,938,768,17,24,9,9,19,7,352,306,682,958,1165,617,25,6,15,3,9,8,330,254,911,761,584,1212,8,9,19,7,9,4,281,401,557,586,615,666,14,35,11,16,14,12,0.04485929,0.16650201,0.03146569,0.28135178,0.57126765,0.03748778,0.42647899,0.02887288,0.40164302,0.08944925,0.0395581,0.21117072,0.05039287,0.37654033,0.17345882,0.05082031,0.15055765,0.05014215,0.07522267,0.08151918,0.03215422,0.10293352,0.05897694,0.19373386,0.08681837,0.06041033,0.10448274,0.03316545,0.05731024,0.06931828,0.03086872,0.06840909,0.05279742,0.10189577,0.0513839,0.05945765,0.06236625,0.0498941,0.03458303,0.05422441,0.02878136,0.04583503,0.04936529,0.05658822,0.06813731,0.03913825,0.03548832,0.07300643,0.03340696,0.06037773,0.06981196,0.04560438,0.06868471,0.06918424,0.04961056,0.10417953,0.0363886,0.09254131,0.09656023,0.07723188,0.07172493,0.11834801,0.0336099,0.18206443,0.03941167,0.13380273,0.08999734,0.09566374,0.07107734,0.24569885,0.03192198,0.37196269,0.02563079,0.42327822,0.04859648,0.35596151,0
91,89,587,700,633,681,0,9,3,6,1,4,232,424,674,639,682,1010,5,18,30,11,5,10,310,470,687,678,1049,755,36,32,24,15,15,11,312,542,713,789,836,906,24,34,32,10,13,10,259,577,687,837,950,774,37,30,24,11,14,5,279,479,546,861,1093,768,36,30,11,15,15,11,275,439,783,630,755,1078,11,26,32,8,15,13,295,323,710,517,779,938,8,26,29,15,8,7,356,338,843,631,753,1020,18,7,30,8,11,8,388,358,537,879,1030,749,28,20,16,7,8,9,315,345,451,788,948,787,27,25,8,13,10,15,265,189,622,721,731,789,9,10,13,14,2,10,253,177,640,719,781,745,7,6,13,9,3,7,303,413,668,695,807,1032,16,19,23,9,15,6,309,417,605,712,1031,810,19,29,18,12,16,11,377,361,665,985,1248,633,27,11,12,6,10,10,377,329,940,764,627,1226,6,8,26,10,10,4,252,412,526,555,606,630,16,32,14,17,17,8,0.09124443,0.18468828,0.05514412,0.3079655,0.55623199,0.02708286,0.42355161,0.06489301,0.36347018,0.12336238,0.05102645,0.18332816,0.05704361,0.26826387,0.18962199,0.03760448,0.16972159,0.06282262,0.04266698,0.10689342,0.05742718,0.10106724,0.03936645,0.1747665,0.11656605,0.06200323,0.11833715,0.05791598,0.01614267,0.08334073,0.05789301,0.06025735,0.05687021,0.1119809,0.08350343,0.08418477,0.08600693,0.05924293,0.01840145,0.05842803,0.04564935,0.05180874,0.06136321,0.06797825,0.11957115,0.06924943,0.03131324,0.01249593,0.03326781,0.04889082,0.14195659,0.06550409,0.11051848,0.0990274,0.0394569,0.07583788,0.0297545,0.08713124,0.11996851,0.06045486,0.09538063,0.14137113,0.0268909,0.12412913,0.0185806,0.14047843,0.13739962,0.08686686,0.09457068,0.23296848,0.08668041,0.32567094,0.01342933,0.38453612,0.08437784,0.36167601,0
143,165,582,605,597,658,5,7,3,4,4,5,222,426,655,562,642,1011,0,20,28,13,6,19,264,436,664,615,1001,736,31,30,20,13,18,12,266,524,688,680,794,915,29,32,32,8,16,9,225,553,666,738,910,755,32,32,20,9,15,12,199,421,515,768,1045,741,31,28,7,13,16,10,199,425,750,531,719,1079,6,28,28,10,16,14,259,295,689,448,741,931,3,28,25,17,11,14,314,342,806,542,713,1011,19,5,26,10,10,11,338,338,544,818,984,742,25,22,14,7,7,10,255,275,432,705,908,760,22,27,4,11,13,16,265,205,629,632,697,772,14,8,15,12,5,11,267,193,629,630,749,718,12,8,15,11,6,16,263,335,637,590,767,1009,11,21,19,9,18,11,263,337,574,661,991,785,16,27,14,10,19,8,361,279,666,936,1206,612,22,9,14,4,9,9,323,301,915,667,589,1227,11,6,22,8,9,5,260,402,515,468,584,651,13,34,8,15,14,13,0.04969937,0.14973029,0.0286,0.30051084,0.59651082,0.03847365,0.42017431,0.06461201,0.39316394,0.06485252,0.05225262,0.24640641,0.07395186,0.36286409,0.20330735,0.03357068,0.11479132,0.08050118,0.07173492,0.06236959,0.05519566,0.13251947,0.06103476,0.15960193,0.12704703,0.03477058,0.07228216,0.07341399,0.08963158,0.05836442,0.06007051,0.08609827,0.03930306,0.08214483,0.09565875,0.02173724,0.06267162,0.07449618,0.0666482,0.05303862,0.05414425,0.07310896,0.0382349,0.052683,0.01816712,0.10310842,0.02568008,0.09348145,0.04046152,0.0676009,0.02492696,0.10662291,0.01727746,0.12176281,0.04155551,0.10900892,0.03807791,0.07500013,0.02607215,0.12874272,0.02338075,0.17463735,0.0063912,0.16608878,0.03129461,0.12442516,0.00626481,0.16115293,0.02417502,0.27590138,0.03893978,0.40850927,0.02321326,0.41143591,0.05012474,0.37667246,0
